Line_Number,Timestamp,Parsed_Time,Event,IP_Address,Username,Process,Host,Message,Raw_Line,Geo_Country,Geo_City,Geo_Lat,Geo_Lon,IP_Reputation,ASN,MITRE_Technique,MITRE_Tactic,Geo_Risk,Session_ID,Risk_Score,Severity_Level
63,Jun 15 06:36:45,2024-06-15 06:36:45,SUCCESSFUL_LOGIN,10.0.1.200,user,sshd,server01,27563]: Accepted password for user from 10.0.1.200 port 39823 ssh2,Jun 15 06:36:45 server01 sshd[27563]: Accepted password for user from 10.0.1.200 port 39823 ssh2,Local,Internal,0.0,0.0,0.0,AS4134  — ChinaNet,T1078 — Valid Accounts,Initial Access,0.3,S-0030,49.62,CRITICAL
64,Jun 15 06:51:33,2024-06-15 06:51:33,SUCCESSFUL_LOGIN,10.0.0.12,ubuntu,sshd,server01,46393]: Accepted password for ubuntu from 10.0.0.12 port 58775 ssh2,Jun 15 06:51:33 server01 sshd[46393]: Accepted password for ubuntu from 10.0.0.12 port 58775 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.3,S-0031,52.14,CRITICAL
65,Jun 15 06:54:58,2024-06-15 06:54:58,FAILED_LOGIN,192.168.1.55,ubuntu,sshd,server01,11331]: Failed password for ubuntu from 192.168.1.55 port 31950 ssh2,Jun 15 06:54:58 server01 sshd[11331]: Failed password for ubuntu from 192.168.1.55 port 31950 ssh2,North Korea,Pyongyang,39.02,125.75,0.215,AS20473 — Vultr Holdings,T1110 — Brute Force,Credential Access,0.95,S-0032,59.03,CRITICAL
66,Jun 15 06:55:26,2024-06-15 06:55:26,SUCCESSFUL_LOGIN,192.168.1.101,ubuntu,sshd,auth-gateway,43485]: Accepted password for ubuntu from 192.168.1.101 port 52760 ssh2,Jun 15 06:55:26 auth-gateway sshd[43485]: Accepted password for ubuntu from 192.168.1.101 port 52760 ssh2,India,Mumbai,19.08,72.88,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.35,S-0027,51.72,CRITICAL
67,Jun 15 06:58:35,2024-06-15 06:58:35,SUCCESSFUL_LOGIN,10.0.0.12,user,sshd,db-primary,56478]: Accepted password for user from 10.0.0.12 port 46318 ssh2,Jun 15 06:58:35 db-primary sshd[56478]: Accepted password for user from 10.0.0.12 port 46318 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.3,S-0031,52.14,CRITICAL
68,Jun 15 07:00:00,2024-06-15 07:00:00,FAILED_LOGIN,11.22.146.238,svc_forensics,sshd,db-primary,53098]: Failed password for svc_forensics from 11.22.146.238 port 64621 ssh2,Jun 15 07:00:00 db-primary sshd[53098]: Failed password for svc_forensics from 11.22.146.238 port 64621 ssh2,India,Mumbai,19.08,72.88,0.545,AS4134  — ChinaNet,T1110 — Brute Force,Credential Access,0.35,S-0033,100.0,CRITICAL
69,Jun 15 07:06:09,2024-06-15 07:06:09,OTHER,Internal,user,sshd,auth-gateway,36999]: pam_unix(sshd:session): session opened for user deploy,Jun 15 07:06:09 auth-gateway sshd[36999]: pam_unix(sshd:session): session opened for user deploy,Local,Internal,0.0,0.0,0.95,AS0 — Internal,T1059 — Command and Scripting Interpreter,Execution,0.3,S-0034,19.67,MEDIUM
70,Jun 15 07:09:08,2024-06-15 07:09:08,SUCCESSFUL_LOGIN,192.168.1.101,deploy,sshd,db-primary,23148]: Accepted password for deploy from 192.168.1.101 port 38647 ssh2,Jun 15 07:09:08 db-primary sshd[23148]: Accepted password for deploy from 192.168.1.101 port 38647 ssh2,India,Mumbai,19.08,72.88,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.35,S-0027,51.72,CRITICAL
71,Jun 15 07:21:34,2024-06-15 07:21:34,SUCCESSFUL_LOGIN,192.168.1.55,user,sshd,server01,29968]: Accepted password for user from 192.168.1.55 port 34365 ssh2,Jun 15 07:21:34 server01 sshd[29968]: Accepted password for user from 192.168.1.55 port 34365 ssh2,North Korea,Pyongyang,39.02,125.75,0.215,AS20473 — Vultr Holdings,T1078 — Valid Accounts,Initial Access,0.95,S-0032,59.03,CRITICAL
72,Jun 15 07:29:33,2024-06-15 07:29:33,SUCCESSFUL_LOGIN,192.168.1.55,deploy,sshd,auth-gateway,11014]: Accepted password for deploy from 192.168.1.55 port 42920 ssh2,Jun 15 07:29:33 auth-gateway sshd[11014]: Accepted password for deploy from 192.168.1.55 port 42920 ssh2,North Korea,Pyongyang,39.02,125.75,0.215,AS20473 — Vultr Holdings,T1078 — Valid Accounts,Initial Access,0.95,S-0032,59.03,CRITICAL
73,Jun 15 07:37:05,2024-06-15 07:37:05,SUCCESSFUL_LOGIN,10.0.0.5,user,sshd,server01,21738]: Accepted password for user from 10.0.0.5 port 32724 ssh2,Jun 15 07:37:05 server01 sshd[21738]: Accepted password for user from 10.0.0.5 port 32724 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1078 — Valid Accounts,Initial Access,0.3,S-0035,47.71,CRITICAL
74,Jun 15 07:38:29,2024-06-15 07:38:29,SUCCESSFUL_LOGIN,192.168.1.55,user,sshd,auth-gateway,32411]: Accepted password for user from 192.168.1.55 port 30956 ssh2,Jun 15 07:38:29 auth-gateway sshd[32411]: Accepted password for user from 192.168.1.55 port 30956 ssh2,North Korea,Pyongyang,39.02,125.75,0.215,AS20473 — Vultr Holdings,T1078 — Valid Accounts,Initial Access,0.95,S-0032,59.03,CRITICAL
75,Jun 15 07:42:13,2024-06-15 07:42:13,SUCCESSFUL_LOGIN,192.168.1.101,admin,sshd,auth-gateway,49747]: Accepted password for admin from 192.168.1.101 port 34022 ssh2,Jun 15 07:42:13 auth-gateway sshd[49747]: Accepted password for admin from 192.168.1.101 port 34022 ssh2,India,Mumbai,19.08,72.88,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.35,S-0036,51.72,CRITICAL
76,Jun 15 07:42:25,2024-06-15 07:42:25,FAILED_LOGIN,192.168.1.55,ubuntu,sshd,auth-gateway,59381]: Failed password for ubuntu from 192.168.1.55 port 64394 ssh2,Jun 15 07:42:25 auth-gateway sshd[59381]: Failed password for ubuntu from 192.168.1.55 port 64394 ssh2,North Korea,Pyongyang,39.02,125.75,0.215,AS20473 — Vultr Holdings,T1110 — Brute Force,Credential Access,0.95,S-0032,59.03,CRITICAL
77,Jun 15 07:58:12,2024-06-15 07:58:12,SUCCESSFUL_LOGIN,192.168.1.101,user,sshd,server01,44470]: Accepted password for user from 192.168.1.101 port 33697 ssh2,Jun 15 07:58:12 server01 sshd[44470]: Accepted password for user from 192.168.1.101 port 33697 ssh2,India,Mumbai,19.08,72.88,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.35,S-0036,51.72,CRITICAL
78,Jun 15 08:09:40,2024-06-15 08:09:40,SUCCESSFUL_LOGIN,192.168.1.101,user,sshd,auth-gateway,49454]: Accepted password for user from 192.168.1.101 port 58339 ssh2,Jun 15 08:09:40 auth-gateway sshd[49454]: Accepted password for user from 192.168.1.101 port 58339 ssh2,India,Mumbai,19.08,72.88,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.35,S-0036,51.72,CRITICAL
79,Jun 15 08:15:20,2024-06-15 08:15:20,SUCCESSFUL_LOGIN,10.0.0.5,user,sshd,auth-gateway,30349]: Accepted password for user from 10.0.0.5 port 64812 ssh2,Jun 15 08:15:20 auth-gateway sshd[30349]: Accepted password for user from 10.0.0.5 port 64812 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1078 — Valid Accounts,Initial Access,0.3,S-0037,47.71,CRITICAL
80,Jun 15 08:16:00,2024-06-15 08:16:00,SUCCESSFUL_LOGIN,10.0.0.5,deploy,sshd,web-prod,25864]: Accepted password for deploy from 10.0.0.5 port 31256 ssh2,Jun 15 08:16:00 web-prod sshd[25864]: Accepted password for deploy from 10.0.0.5 port 31256 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1078 — Valid Accounts,Initial Access,0.3,S-0037,47.71,CRITICAL
81,Jun 15 08:19:58,2024-06-15 08:19:58,SUCCESSFUL_LOGIN,10.0.0.12,admin,sshd,auth-gateway,63625]: Accepted password for admin from 10.0.0.12 port 58387 ssh2,Jun 15 08:19:58 auth-gateway sshd[63625]: Accepted password for admin from 10.0.0.12 port 58387 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.3,S-0038,52.14,CRITICAL
82,Jun 15 08:24:34,2024-06-15 08:24:34,SUCCESSFUL_LOGIN,10.0.0.12,admin,sshd,db-primary,25790]: Accepted password for admin from 10.0.0.12 port 52932 ssh2,Jun 15 08:24:34 db-primary sshd[25790]: Accepted password for admin from 10.0.0.12 port 52932 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.3,S-0038,52.14,CRITICAL
83,Jun 15 08:32:14,2024-06-15 08:32:14,SUCCESSFUL_LOGIN,10.0.1.200,admin,sshd,auth-gateway,7688]: Accepted password for admin from 10.0.1.200 port 51085 ssh2,Jun 15 08:32:14 auth-gateway sshd[7688]: Accepted password for admin from 10.0.1.200 port 51085 ssh2,Local,Internal,0.0,0.0,0.0,AS4134  — ChinaNet,T1078 — Valid Accounts,Initial Access,0.3,S-0039,49.62,CRITICAL
84,Jun 15 08:42:24,2024-06-15 08:42:24,SUCCESSFUL_LOGIN,192.168.1.101,admin,sshd,db-primary,48015]: Accepted password for admin from 192.168.1.101 port 62413 ssh2,Jun 15 08:42:24 db-primary sshd[48015]: Accepted password for admin from 192.168.1.101 port 62413 ssh2,India,Mumbai,19.08,72.88,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.35,S-0040,51.72,CRITICAL
85,Jun 15 09:11:50,2024-06-15 09:11:50,SUCCESSFUL_LOGIN,10.0.0.12,ubuntu,sshd,web-prod,48294]: Accepted password for ubuntu from 10.0.0.12 port 32450 ssh2,Jun 15 09:11:50 web-prod sshd[48294]: Accepted password for ubuntu from 10.0.0.12 port 32450 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.3,S-0041,52.14,CRITICAL
86,Jun 15 09:13:02,2024-06-15 09:13:02,SUCCESSFUL_LOGIN,192.168.1.101,deploy,sshd,auth-gateway,60753]: Accepted password for deploy from 192.168.1.101 port 44667 ssh2,Jun 15 09:13:02 auth-gateway sshd[60753]: Accepted password for deploy from 192.168.1.101 port 44667 ssh2,India,Mumbai,19.08,72.88,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.35,S-0042,51.72,CRITICAL
87,Jun 15 09:15:37,2024-06-15 09:15:37,SUCCESSFUL_LOGIN,10.0.1.200,ubuntu,sshd,web-prod,45831]: Accepted password for ubuntu from 10.0.1.200 port 38957 ssh2,Jun 15 09:15:37 web-prod sshd[45831]: Accepted password for ubuntu from 10.0.1.200 port 38957 ssh2,Local,Internal,0.0,0.0,0.0,AS4134  — ChinaNet,T1078 — Valid Accounts,Initial Access,0.3,S-0043,49.62,CRITICAL
88,Jun 15 09:22:49,2024-06-15 09:22:49,FAILED_LOGIN,192.168.1.55,ubuntu,sshd,db-primary,62495]: Failed password for ubuntu from 192.168.1.55 port 44451 ssh2,Jun 15 09:22:49 db-primary sshd[62495]: Failed password for ubuntu from 192.168.1.55 port 44451 ssh2,North Korea,Pyongyang,39.02,125.75,0.215,AS20473 — Vultr Holdings,T1110 — Brute Force,Credential Access,0.95,S-0044,59.03,CRITICAL
89,Jun 15 09:24:11,2024-06-15 09:24:11,SUCCESSFUL_LOGIN,10.0.1.200,deploy,sshd,db-primary,23229]: Accepted password for deploy from 10.0.1.200 port 31377 ssh2,Jun 15 09:24:11 db-primary sshd[23229]: Accepted password for deploy from 10.0.1.200 port 31377 ssh2,Local,Internal,0.0,0.0,0.0,AS4134  — ChinaNet,T1078 — Valid Accounts,Initial Access,0.3,S-0043,49.62,CRITICAL
90,Jun 15 09:24:51,2024-06-15 09:24:51,SUCCESSFUL_LOGIN,192.168.1.55,user,sshd,auth-gateway,27215]: Accepted password for user from 192.168.1.55 port 63195 ssh2,Jun 15 09:24:51 auth-gateway sshd[27215]: Accepted password for user from 192.168.1.55 port 63195 ssh2,North Korea,Pyongyang,39.02,125.75,0.215,AS20473 — Vultr Holdings,T1078 — Valid Accounts,Initial Access,0.95,S-0044,59.03,CRITICAL
91,Jun 15 09:26:41,2024-06-15 09:26:41,OTHER,Internal,user,sshd,server01,14308]: pam_unix(sshd:session): session opened for user user,Jun 15 09:26:41 server01 sshd[14308]: pam_unix(sshd:session): session opened for user user,Local,Internal,0.0,0.0,0.95,AS0 — Internal,T1059 — Command and Scripting Interpreter,Execution,0.3,S-0045,19.67,MEDIUM
92,Jun 15 09:36:55,2024-06-15 09:36:55,SUCCESSFUL_LOGIN,10.0.0.5,ubuntu,sshd,auth-gateway,50854]: Accepted password for ubuntu from 10.0.0.5 port 31372 ssh2,Jun 15 09:36:55 auth-gateway sshd[50854]: Accepted password for ubuntu from 10.0.0.5 port 31372 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1078 — Valid Accounts,Initial Access,0.3,S-0046,47.71,CRITICAL
93,Jun 15 09:37:34,2024-06-15 09:37:34,SUCCESSFUL_LOGIN,10.0.1.200,user,sshd,web-prod,50470]: Accepted password for user from 10.0.1.200 port 43674 ssh2,Jun 15 09:37:34 web-prod sshd[50470]: Accepted password for user from 10.0.1.200 port 43674 ssh2,Local,Internal,0.0,0.0,0.0,AS4134  — ChinaNet,T1078 — Valid Accounts,Initial Access,0.3,S-0043,49.62,CRITICAL
94,Jun 15 09:40:13,2024-06-15 09:40:13,SUCCESSFUL_LOGIN,10.0.0.12,deploy,sshd,auth-gateway,54157]: Accepted password for deploy from 10.0.0.12 port 37311 ssh2,Jun 15 09:40:13 auth-gateway sshd[54157]: Accepted password for deploy from 10.0.0.12 port 37311 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.3,S-0041,52.14,CRITICAL
95,Jun 15 09:41:47,2024-06-15 09:41:47,SUCCESSFUL_LOGIN,10.0.0.12,deploy,sshd,db-primary,14271]: Accepted password for deploy from 10.0.0.12 port 48305 ssh2,Jun 15 09:41:47 db-primary sshd[14271]: Accepted password for deploy from 10.0.0.12 port 48305 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.3,S-0041,52.14,CRITICAL
96,Jun 15 10:05:45,2024-06-15 10:05:45,SUCCESSFUL_LOGIN,10.0.1.200,user,sshd,auth-gateway,42952]: Accepted password for user from 10.0.1.200 port 37667 ssh2,Jun 15 10:05:45 auth-gateway sshd[42952]: Accepted password for user from 10.0.1.200 port 37667 ssh2,Local,Internal,0.0,0.0,0.0,AS4134  — ChinaNet,T1078 — Valid Accounts,Initial Access,0.3,S-0043,49.62,CRITICAL
97,Jun 15 10:08:04,2024-06-15 10:08:04,SUCCESSFUL_LOGIN,10.0.0.12,ubuntu,sshd,db-primary,53129]: Accepted password for ubuntu from 10.0.0.12 port 55046 ssh2,Jun 15 10:08:04 db-primary sshd[53129]: Accepted password for ubuntu from 10.0.0.12 port 55046 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.3,S-0041,52.14,CRITICAL
98,Jun 15 10:22:19,2024-06-15 10:22:19,SUCCESSFUL_LOGIN,10.0.0.5,admin,sshd,web-prod,44826]: Accepted password for admin from 10.0.0.5 port 51663 ssh2,Jun 15 10:22:19 web-prod sshd[44826]: Accepted password for admin from 10.0.0.5 port 51663 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1078 — Valid Accounts,Initial Access,0.3,S-0047,47.71,CRITICAL
99,Jun 15 10:28:44,2024-06-15 10:28:44,SUCCESSFUL_LOGIN,192.168.1.101,ubuntu,sshd,db-primary,60677]: Accepted password for ubuntu from 192.168.1.101 port 49955 ssh2,Jun 15 10:28:44 db-primary sshd[60677]: Accepted password for ubuntu from 192.168.1.101 port 49955 ssh2,India,Mumbai,19.08,72.88,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.35,S-0048,51.72,CRITICAL
100,Jun 15 10:36:48,2024-06-15 10:36:48,SUCCESSFUL_LOGIN,10.0.0.12,deploy,sshd,web-prod,35212]: Accepted password for deploy from 10.0.0.12 port 49403 ssh2,Jun 15 10:36:48 web-prod sshd[35212]: Accepted password for deploy from 10.0.0.12 port 49403 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.3,S-0041,52.14,CRITICAL
101,Jun 15 10:36:51,2024-06-15 10:36:51,FAILED_LOGIN,192.168.1.101,ubuntu,sshd,server01,34592]: Failed password for ubuntu from 192.168.1.101 port 36579 ssh2,Jun 15 10:36:51 server01 sshd[34592]: Failed password for ubuntu from 192.168.1.101 port 36579 ssh2,India,Mumbai,19.08,72.88,0.0,AS36352 — ColoCrossing (bulletproof),T1110 — Brute Force,Credential Access,0.35,S-0048,51.72,CRITICAL
102,Jun 15 10:38:17,2024-06-15 10:38:17,SUCCESSFUL_LOGIN,10.0.1.200,user,sshd,web-prod,42283]: Accepted password for user from 10.0.1.200 port 40583 ssh2,Jun 15 10:38:17 web-prod sshd[42283]: Accepted password for user from 10.0.1.200 port 40583 ssh2,Local,Internal,0.0,0.0,0.0,AS4134  — ChinaNet,T1078 — Valid Accounts,Initial Access,0.3,S-0049,49.62,CRITICAL
103,Jun 15 10:38:41,2024-06-15 10:38:41,SUCCESSFUL_LOGIN,10.0.0.5,ubuntu,sshd,auth-gateway,58646]: Accepted password for ubuntu from 10.0.0.5 port 62218 ssh2,Jun 15 10:38:41 auth-gateway sshd[58646]: Accepted password for ubuntu from 10.0.0.5 port 62218 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1078 — Valid Accounts,Initial Access,0.3,S-0047,47.71,CRITICAL
104,Jun 15 10:47:31,2024-06-15 10:47:31,SUCCESSFUL_LOGIN,10.0.1.200,admin,sshd,auth-gateway,15534]: Accepted password for admin from 10.0.1.200 port 45268 ssh2,Jun 15 10:47:31 auth-gateway sshd[15534]: Accepted password for admin from 10.0.1.200 port 45268 ssh2,Local,Internal,0.0,0.0,0.0,AS4134  — ChinaNet,T1078 — Valid Accounts,Initial Access,0.3,S-0049,49.62,CRITICAL
105,Jun 15 10:53:05,2024-06-15 10:53:05,SUCCESSFUL_LOGIN,10.0.0.5,admin,sshd,web-prod,7146]: Accepted password for admin from 10.0.0.5 port 45037 ssh2,Jun 15 10:53:05 web-prod sshd[7146]: Accepted password for admin from 10.0.0.5 port 45037 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1078 — Valid Accounts,Initial Access,0.3,S-0047,47.71,CRITICAL
106,Jun 15 11:04:32,2024-06-15 11:04:32,SUCCESSFUL_LOGIN,10.0.0.5,admin,sshd,web-prod,38605]: Accepted password for admin from 10.0.0.5 port 35263 ssh2,Jun 15 11:04:32 web-prod sshd[38605]: Accepted password for admin from 10.0.0.5 port 35263 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1078 — Valid Accounts,Initial Access,0.3,S-0047,47.71,CRITICAL
107,Jun 15 11:06:24,2024-06-15 11:06:24,SUCCESSFUL_LOGIN,192.168.1.101,user,sshd,db-primary,19910]: Accepted password for user from 192.168.1.101 port 36227 ssh2,Jun 15 11:06:24 db-primary sshd[19910]: Accepted password for user from 192.168.1.101 port 36227 ssh2,India,Mumbai,19.08,72.88,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.35,S-0048,51.72,CRITICAL
108,Jun 15 11:15:09,2024-06-15 11:15:09,SUCCESSFUL_LOGIN,192.168.1.101,admin,sshd,web-prod,2494]: Accepted password for admin from 192.168.1.101 port 46348 ssh2,Jun 15 11:15:09 web-prod sshd[2494]: Accepted password for admin from 192.168.1.101 port 46348 ssh2,India,Mumbai,19.08,72.88,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.35,S-0048,51.72,CRITICAL
109,Jun 15 11:19:16,2024-06-15 11:19:16,SUCCESSFUL_LOGIN,10.0.1.200,admin,sshd,server01,64684]: Accepted password for admin from 10.0.1.200 port 60915 ssh2,Jun 15 11:19:16 server01 sshd[64684]: Accepted password for admin from 10.0.1.200 port 60915 ssh2,Local,Internal,0.0,0.0,0.0,AS4134  — ChinaNet,T1078 — Valid Accounts,Initial Access,0.3,S-0050,49.62,CRITICAL
110,Jun 15 11:45:32,2024-06-15 11:45:32,FAILED_LOGIN,10.0.0.12,admin,sshd,server01,52682]: Failed password for admin from 10.0.0.12 port 40225 ssh2,Jun 15 11:45:32 server01 sshd[52682]: Failed password for admin from 10.0.0.12 port 40225 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1110 — Brute Force,Credential Access,0.3,S-0051,52.14,CRITICAL
111,Jun 15 11:48:24,2024-06-15 11:48:24,SUCCESSFUL_LOGIN,10.0.0.12,deploy,sshd,server01,64804]: Accepted password for deploy from 10.0.0.12 port 36399 ssh2,Jun 15 11:48:24 server01 sshd[64804]: Accepted password for deploy from 10.0.0.12 port 36399 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.3,S-0051,52.14,CRITICAL
112,Jun 15 11:51:56,2024-06-15 11:51:56,SUCCESSFUL_LOGIN,192.168.1.55,deploy,sshd,web-prod,55587]: Accepted password for deploy from 192.168.1.55 port 63386 ssh2,Jun 15 11:51:56 web-prod sshd[55587]: Accepted password for deploy from 192.168.1.55 port 63386 ssh2,North Korea,Pyongyang,39.02,125.75,0.215,AS20473 — Vultr Holdings,T1078 — Valid Accounts,Initial Access,0.95,S-0052,59.03,CRITICAL
113,Jun 15 11:52:00,2024-06-15 11:52:00,SUCCESSFUL_LOGIN,192.168.1.101,admin,sshd,web-prod,12751]: Accepted password for admin from 192.168.1.101 port 30418 ssh2,Jun 15 11:52:00 web-prod sshd[12751]: Accepted password for admin from 192.168.1.101 port 30418 ssh2,India,Mumbai,19.08,72.88,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.35,S-0053,51.72,CRITICAL
114,Jun 15 11:55:56,2024-06-15 11:55:56,SUCCESSFUL_LOGIN,10.0.0.5,user,sshd,auth-gateway,15577]: Accepted password for user from 10.0.0.5 port 40585 ssh2,Jun 15 11:55:56 auth-gateway sshd[15577]: Accepted password for user from 10.0.0.5 port 40585 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1078 — Valid Accounts,Initial Access,0.3,S-0054,47.71,CRITICAL
115,Jun 15 11:57:03,2024-06-15 11:57:03,FAILED_LOGIN,10.0.0.5,deploy,sshd,server01,35820]: Failed password for deploy from 10.0.0.5 port 51270 ssh2,Jun 15 11:57:03 server01 sshd[35820]: Failed password for deploy from 10.0.0.5 port 51270 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1110 — Brute Force,Credential Access,0.3,S-0054,47.71,CRITICAL
116,Jun 15 11:59:48,2024-06-15 11:59:48,SUCCESSFUL_LOGIN,10.0.1.200,admin,sshd,web-prod,23397]: Accepted password for admin from 10.0.1.200 port 46447 ssh2,Jun 15 11:59:48 web-prod sshd[23397]: Accepted password for admin from 10.0.1.200 port 46447 ssh2,Local,Internal,0.0,0.0,0.0,AS4134  — ChinaNet,T1078 — Valid Accounts,Initial Access,0.3,S-0055,49.62,CRITICAL
117,Jun 15 12:03:13,2024-06-15 12:03:13,SUCCESSFUL_LOGIN,10.0.0.5,deploy,sshd,web-prod,23182]: Accepted password for deploy from 10.0.0.5 port 50805 ssh2,Jun 15 12:03:13 web-prod sshd[23182]: Accepted password for deploy from 10.0.0.5 port 50805 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1078 — Valid Accounts,Initial Access,0.3,S-0054,47.71,CRITICAL
118,Jun 15 12:07:39,2024-06-15 12:07:39,SUCCESSFUL_LOGIN,10.0.0.12,user,sshd,auth-gateway,55693]: Accepted password for user from 10.0.0.12 port 47848 ssh2,Jun 15 12:07:39 auth-gateway sshd[55693]: Accepted password for user from 10.0.0.12 port 47848 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.3,S-0051,52.14,CRITICAL
